None,284.95,0.47,0.0,68,Rain,moderate rain,2014-05-19 21:00:00,2404
None,290.38,0.0,0.0,100,Rain,moderate rain,2016-09-21 18:00:00,4258
None,296.33,2.38,0.0,90,Rain,moderate rain,2015-09-02 03:00:00,396
None,280.88,0.0,0.0,90,Drizzle,light intensity drizzle,2016-11-18 02:00:00,346
None,253.53,0.0,0.0,5,Clear,sky is clear,2017-12-26 21:00:00,2031
None,299.82,0.0,0.0,88,Rain,light rain,2016-08-11 17:00:00,5648
None,267.22,0.0,0.0,1,Clear,sky is clear,2018-01-07 11:00:00,3670
None,264.49,0.0,0.0,20,Clouds,few clouds,2013-02-17 17:00:00,4030
None,287.86,0.0,0.0,0,Clear,Sky is Clear,2016-09-29 19:00:00,3435
None,253.43,0.0,0.0,20,Haze,haze,2017-12-25 10:00:00,2292
None,291.39,0.0,0.0,90,Rain,light rain,2013-05-31 00:00:00,741
None,300.98,0.0,0.0,44,Clouds,scattered clouds,2014-07-10 13:00:00,5319
None,275.28,0.0,0.0,75,Clouds,broken clouds,2018-02-15 11:00:00,4644
None,263.55,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 15:00:00,4694
None,268.26,0.0,0.0,90,Snow,heavy snow,2012-12-18 22:00:00,2137
None,274.53,0.0,0.0,1,Clear,sky is clear,2013-05-13 07:00:00,6969
None,278.88,0.0,0.0,90,Rain,moderate rain,2017-04-30 21:00:00,2118
None,281.79,0.0,0.0,1,Clear,sky is clear,2013-05-25 01:00:00,706
None,272.21,0.0,0.0,90,Snow,light snow,2016-11-27 09:00:00,2318
None,281.69,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 07:00:00,6628
None,280.02,0.0,0.0,75,Clouds,broken clouds,2018-01-26 15:00:00,5810
None,272.95,0.0,0.0,1,Mist,mist,2015-10-18 06:00:00,832
None,247.15,0.0,0.0,1,Clear,sky is clear,2014-01-21 09:00:00,4642
None,267.72,0.0,0.0,90,Snow,light snow,2017-01-09 18:00:00,3512
None,285.22,0.0,0.0,1,Haze,haze,2017-10-18 22:00:00,3020
None,288.67,0.0,0.0,90,Rain,light rain,2013-05-09 23:00:00,1186
None,277.22,0.0,0.0,90,Drizzle,light intensity drizzle,2013-04-09 09:00:00,5289
None,258.59,0.0,0.0,90,Clouds,overcast clouds,2017-01-12 00:00:00,613
None,255.93,0.0,0.0,0,Clear,sky is clear,2014-01-31 00:00:00,644
None,276.15,0.0,0.0,1,Mist,mist,2017-02-12 02:00:00,538
None,284.06,0.0,0.0,75,Clouds,broken clouds,2012-11-23 06:00:00,2069
None,282.49,0.25,0.0,20,Rain,light rain,2014-04-25 11:00:00,5165
None,260.86,0.0,0.0,90,Mist,mist,2013-12-14 04:00:00,432
None,264.85,0.0,0.0,90,Mist,mist,2013-01-04 03:00:00,326
None,292.8,3.3,0.0,90,Thunderstorm,thunderstorm,2016-05-25 10:00:00,4506
None,294.55,0.0,0.0,90,Rain,moderate rain,2018-08-07 11:00:00,4515
None,293.93,0.0,0.0,1,Clear,sky is clear,2018-08-13 06:00:00,5546
None,253.93,0.0,0.0,1,Clear,sky is clear,2016-12-18 23:00:00,1033
None,292.91,0.0,0.0,1,Clear,sky is clear,2018-09-12 04:00:00,937
None,290.71,0.0,0.0,1,Clear,sky is clear,2015-07-31 05:00:00,2798
None,278.62,0.0,0.0,40,Clouds,scattered clouds,2014-04-11 01:00:00,373
None,280.15,0.0,0.0,90,Clouds,overcast clouds,2017-05-19 09:00:00,4956
None,283.47,0.0,0.0,1,Clear,sky is clear,2016-04-14 04:00:00,864
None,263.83,0.0,0.0,1,Clear,sky is clear,2012-11-27 23:00:00,949
None,299.15,0.0,0.0,92,Rain,light rain,2016-06-18 13:00:00,5450
None,296.19,0.0,0.0,24,Clouds,few clouds,2013-07-18 03:00:00,361
None,295.4,0.0,0.0,75,Clouds,broken clouds,2016-07-11 04:00:00,848
None,290.54,0.0,0.0,0,Clear,Sky is Clear,2016-06-17 06:00:00,5424
None,280.66,0.0,0.0,90,Mist,mist,2013-05-23 07:00:00,6717
None,259.35,0.0,0.0,1,Clear,sky is clear,2017-03-10 09:00:00,5267
None,271.08,0.0,0.0,90,Mist,mist,2016-02-02 01:00:00,315
None,290.93,0.0,0.0,40,Thunderstorm,thunderstorm with light rain,2018-06-09 07:00:00,2172
None,261.39,0.0,0.0,90,Snow,light snow,2013-12-13 14:00:00,5486
None,294.29,0.0,0.0,48,Clouds,scattered clouds,2013-08-23 10:00:00,5417
None,257.57,0.0,0.0,1,Clear,sky is clear,2018-02-10 02:00:00,438
None,247.15,0.0,0.0,1,Clear,sky is clear,2013-12-24 08:00:00,2545
None,292.399,0.0,0.0,0,Clear,Sky is Clear,2016-10-14 15:00:00,5686
None,264.93,0.0,0.0,1,Fog,fog,2018-02-27 07:00:00,6318
None,299.3,0.0,0.0,20,Clouds,few clouds,2016-06-18 21:00:00,3588
None,290.94,0.0,0.0,90,Drizzle,drizzle,2015-06-28 03:00:00,345
None,290.68,0.0,0.0,1,Clear,sky is clear,2017-06-16 03:00:00,404
None,289.68,0.0,0.0,1,Clear,sky is clear,2015-09-21 09:00:00,5023
None,285.22,0.0,0.0,75,Mist,mist,2016-03-14 23:00:00,1034
None,286.65,0.0,0.0,1,Clear,sky is clear,2018-04-27 11:00:00,5365
None,286.82,0.0,0.0,1,Clear,sky is clear,2018-05-18 07:00:00,6583
None,292.42,0.0,0.0,1,Clear,sky is clear,2017-07-04 02:00:00,592
None,285.93,0.0,0.0,1,Clear,sky is clear,2016-05-04 00:00:00,826
None,271.15,0.0,0.0,90,Mist,mist,2018-03-05 21:00:00,753
None,260.33,0.0,0.0,20,Clouds,few clouds,2014-03-22 09:00:00,3456
None,295.36,0.0,0.0,40,Rain,light rain,2018-07-01 04:00:00,372
None,277.57,0.0,0.0,90,Rain,light rain,2017-10-29 14:00:00,4373
None,277.36,0.0,0.0,90,Mist,mist,2015-12-05 23:00:00,2122
None,298.09,0.0,0.0,5,Clear,sky is clear,2018-08-15 21:00:00,2687
None,249.5,0.0,0.0,1,Clear,sky is clear,2014-02-27 21:00:00,3031
None,281.84,0.0,0.0,76,Mist,mist,2014-05-09 08:00:00,5922
None,296.81,0.0,0.0,32,Clouds,scattered clouds,2013-08-22 09:00:00,6063
None,286.03,0.0,0.0,1,Clear,sky is clear,2015-09-09 00:00:00,535
None,274.02,0.0,0.0,90,Rain,moderate rain,2016-11-22 20:00:00,2010
None,290.17,0.0,0.0,24,Fog,fog,2013-07-09 08:00:00,5425
None,281.28,0.0,0.0,90,Mist,mist,2017-04-03 06:00:00,5453
None,292.22,0.0,0.0,1,Clear,sky is clear,2015-10-20 17:00:00,6192
None,263.41,0.0,0.0,90,Haze,haze,2018-01-14 22:00:00,2292
None,286.87,0.0,0.0,90,Haze,haze,2016-03-14 17:00:00,6372
None,269.71,0.0,0.0,64,Clouds,broken clouds,2013-11-11 14:00:00,4971
None,275.15,0.0,0.0,90,Mist,mist,2017-01-20 01:00:00,366
None,293.37,0.0,0.0,1,Clear,sky is clear,2018-05-26 01:00:00,719
None,264.7,0.0,0.0,90,Clouds,overcast clouds,2014-03-24 08:00:00,5609
None,281.67,0.0,0.0,1,Clear,sky is clear,2014-05-06 04:00:00,824
None,289.56,0.0,0.0,90,Drizzle,drizzle,2016-06-04 01:00:00,797
None,274.52,0.0,0.0,90,Rain,light rain,2016-11-23 12:00:00,4562
None,289.55,0.0,0.0,90,Clouds,overcast clouds,2017-09-26 14:00:00,5095
None,294.43,0.0,0.0,90,Rain,light rain,2016-09-04 22:00:00,2083
None,285.21,0.0,0.0,75,Rain,light rain,2016-04-21 04:00:00,856
None,298.07,0.0,0.0,20,Clouds,few clouds,2016-07-03 19:00:00,2718
Thanksgiving Day,274.34,0.0,0.0,75,Mist,mist,2016-11-24 00:00:00,763
None,277.4,0.0,0.0,5,Clear,sky is clear,2017-03-18 18:00:00,4113
None,258.33,0.0,0.0,64,Mist,mist,2014-01-22 01:00:00,300
None,293.62,0.0,0.0,1,Clear,sky is clear,2017-08-19 22:00:00,3358
None,300.88,0.0,0.0,40,Clouds,scattered clouds,2015-09-03 14:00:00,5743
None,296.115,0.0,0.0,12,Clouds,few clouds,2013-09-08 15:00:00,4326
None,267.15,0.0,0.0,90,Clouds,overcast clouds,2014-01-14 07:00:00,3349
None,294.65,0.0,0.0,1,Thunderstorm,thunderstorm,2018-08-05 04:00:00,356
None,286.57,0.0,0.0,0,Rain,light rain,2013-09-02 09:00:00,2605
None,292.82,19.9,0.0,20,Rain,very heavy rain,2013-07-14 05:00:00,542
None,263.5,0.0,0.0,75,Clouds,broken clouds,2018-02-16 19:00:00,3687
None,269.75,0.0,0.0,90,Snow,light snow,2017-03-03 22:00:00,2448
None,263.86,0.0,0.0,90,Clouds,overcast clouds,2014-03-05 04:00:00,785
None,294.58,0.0,0.0,40,Clouds,scattered clouds,2016-05-08 13:00:00,4752
None,271.15,0.0,0.0,40,Snow,light snow,2017-12-16 03:00:00,413
None,280.58,0.0,0.0,1,Clear,sky is clear,2017-10-05 02:00:00,250
None,286.68,0.0,0.0,1,Mist,mist,2014-07-04 05:00:00,831
None,293.58,0.0,0.0,40,Clouds,scattered clouds,2015-08-22 09:00:00,3572
None,257.16,0.0,0.0,62,Clouds,broken clouds,2013-02-04 00:00:00,522
None,286.54,0.0,0.0,92,Clouds,overcast clouds,2014-07-02 05:00:00,2956
None,273.84,0.0,0.0,1,Mist,mist,2017-02-21 09:00:00,5252
None,263.9,0.0,0.0,1,Fog,fog,2013-02-27 03:00:00,296
None,270.83,0.0,0.0,90,Clouds,overcast clouds,2013-03-12 13:00:00,5051
None,295.15,0.0,0.0,1,Clear,sky is clear,2016-11-05 15:00:00,4315
None,286.42,0.0,0.0,1,Clear,sky is clear,2017-10-20 02:00:00,318
None,278.0,0.0,0.0,40,Clouds,scattered clouds,2014-04-24 23:00:00,3552
None,296.15,0.0,0.0,90,Mist,mist,2017-07-05 01:00:00,698
None,267.88,0.0,0.0,40,Clouds,scattered clouds,2018-02-25 12:00:00,3719
None,286.24,0.0,0.0,8,Clear,sky is clear,2013-08-14 03:00:00,360
None,286.22,0.0,0.0,1,Clear,sky is clear,2017-09-29 00:00:00,751
None,275.08,0.0,0.0,90,Mist,mist,2018-03-11 19:00:00,2939
None,265.27,0.25,0.0,64,Rain,light rain,2014-01-03 16:00:00,5923
None,293.15,0.0,0.0,75,Rain,heavy intensity rain,2016-06-06 16:00:00,6473
None,289.55,0.0,0.0,90,Clouds,overcast clouds,2017-09-26 19:00:00,3438
None,297.14,0.0,0.0,1,Clear,sky is clear,2018-04-30 15:00:00,5792
None,281.95,0.0,0.0,90,Rain,moderate rain,2016-11-28 05:00:00,2609
None,266.25,0.0,0.0,59,Clouds,broken clouds,2013-01-17 05:00:00,2502
None,282.33,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 10:00:00,3370
None,278.1,2.21,0.0,90,Rain,moderate rain,2014-04-27 15:00:00,3544
None,275.28,0.0,0.0,90,Rain,moderate rain,2018-03-26 14:00:00,4992
None,288.65,0.0,0.0,90,Rain,moderate rain,2017-08-25 07:00:00,6000
None,280.54,0.0,0.0,90,Clouds,overcast clouds,2018-04-12 13:00:00,5322
None,267.82,0.0,0.0,1,Clear,sky is clear,2016-04-12 07:00:00,6456
None,286.975,0.0,0.0,8,Clear,sky is clear,2016-10-16 09:00:00,2445
None,298.51,0.0,0.0,1,Clear,sky is clear,2017-06-01 17:00:00,6202
None,275.49,0.0,0.0,90,Drizzle,light intensity drizzle,2012-12-16 12:00:00,3552
None,294.99,0.0,0.0,1,Clear,sky is clear,2017-09-24 01:00:00,873
None,275.87,0.0,0.0,90,Rain,light rain,2013-05-04 16:00:00,4760
None,267.83,0.0,0.0,90,Clouds,overcast clouds,2014-03-16 23:00:00,879
None,271.71,0.0,0.0,90,Mist,mist,2013-02-15 03:00:00,360
None,283.22,0.0,0.0,90,Drizzle,drizzle,2016-05-11 08:00:00,6087
None,299.6,0.0,0.0,1,Clear,sky is clear,2015-06-29 15:00:00,5866
None,285.51,0.0,0.0,90,Clouds,overcast clouds,2012-10-24 01:00:00,298
None,296.26,0.0,0.0,8,Clear,sky is clear,2014-06-10 20:00:00,2998
None,293.16,1.52,0.0,90,Thunderstorm,proximity thunderstorm,2016-08-30 01:00:00,356
None,274.89,0.0,0.0,90,Fog,fog,2012-12-03 12:00:00,4777
None,292.69,0.0,0.0,90,Drizzle,light intensity drizzle,2017-04-24 18:00:00,4501
None,278.03,0.0,0.0,90,Mist,mist,2012-11-07 00:00:00,792
None,293.1,3.05,0.0,75,Rain,moderate rain,2016-08-30 02:00:00,225
None,272.35,0.0,0.0,90,Snow,light snow,2018-04-10 07:00:00,6708
None,276.87,0.0,0.0,90,Snow,heavy snow,2013-04-06 16:00:00,4426
None,289.42,0.0,0.0,1,Clear,sky is clear,2017-06-19 23:00:00,1178
None,284.13,0.25,0.0,90,Rain,moderate rain,2015-10-12 13:00:00,4549
None,250.9,0.0,0.0,20,Clouds,few clouds,2014-02-28 05:00:00,2501
None,294.35,0.0,0.0,1,Clear,sky is clear,2018-06-21 00:00:00,634
None,261.88,0.0,0.0,90,Snow,light snow,2016-12-10 16:00:00,4037
None,255.69,0.0,0.0,20,Snow,light snow,2018-01-30 08:00:00,5489
None,290.01,0.0,0.0,40,Clouds,scattered clouds,2014-04-11 16:00:00,6719
None,296.52,0.0,0.0,1,Clear,sky is clear,2015-07-03 20:00:00,2756
None,276.08,0.0,0.0,1,Clear,sky is clear,2017-03-18 15:00:00,4788
None,292.46,0.0,0.0,1,Clear,sky is clear,2017-04-22 15:00:00,4732
None,289.7,0.0,0.0,40,Clouds,scattered clouds,2014-07-23 07:00:00,6511
None,263.34,0.0,0.0,1,Clear,sky is clear,2017-02-25 07:00:00,2060
None,269.0,0.0,0.0,1,Clear,sky is clear,2013-01-05 11:00:00,3813
None,280.69,0.0,0.0,1,Clear,sky is clear,2017-10-17 04:00:00,894
None,297.29,0.0,0.0,1,Clear,sky is clear,2018-08-19 11:00:00,4384
None,278.45,0.0,0.0,90,Clouds,overcast clouds,2016-04-26 08:00:00,6326
None,281.22,0.0,0.0,90,Clouds,overcast clouds,2016-04-12 13:00:00,5268
None,290.62,1.86,0.0,75,Thunderstorm,proximity thunderstorm with rain,2016-09-15 19:00:00,3020
None,274.46,0.0,0.0,90,Snow,snow,2016-03-23 11:00:00,4725
None,291.11,0.25,0.0,24,Rain,moderate rain,2014-06-02 04:00:00,847
None,281.08,0.0,0.0,1,Clear,sky is clear,2016-11-14 00:00:00,538
None,291.39,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,2013-05-31 00:00:00,741
None,262.62,0.0,0.0,1,Clear,sky is clear,2018-04-08 08:00:00,1910
None,287.75,0.0,0.0,40,Clouds,scattered clouds,2017-10-12 20:00:00,3239
None,276.09,0.0,0.0,1,Fog,fog,2017-02-22 04:00:00,869
None,274.28,0.0,0.0,90,Mist,mist,2017-01-23 01:00:00,330
None,291.32,0.0,0.0,1,Mist,mist,2015-08-31 05:00:00,2872
None,271.45,1.52,0.0,90,Mist,mist,2013-12-04 10:00:00,3869
None,289.22,0.0,0.0,40,Clouds,scattered clouds,2017-09-30 22:00:00,3326
None,276.05,1.78,0.0,90,Rain,moderate rain,2014-04-17 14:00:00,5324
None,277.44,0.0,0.0,90,Drizzle,drizzle,2016-03-27 01:00:00,632
None,290.22,0.0,0.0,20,Clouds,few clouds,2018-04-22 17:00:00,4303
None,287.64,0.3,0.0,1,Rain,light rain,2015-08-23 02:00:00,540
None,289.26,3.18,0.0,80,Rain,moderate rain,2016-06-09 05:00:00,2966
None,290.92,0.0,0.0,1,Clear,sky is clear,2014-05-21 18:00:00,4636
None,264.22,0.0,0.0,40,Mist,mist,2016-01-14 01:00:00,351
None,295.56,0.0,0.0,1,Clear,sky is clear,2013-04-28 15:00:00,4425
None,271.56,0.0,0.0,90,Snow,light snow,2017-03-08 03:00:00,313
None,296.28,0.0,0.0,1,Clear,sky is clear,2017-07-19 10:00:00,4681
None,297.95,0.0,0.0,40,Clouds,scattered clouds,2017-07-26 21:00:00,3385
None,287.82,0.0,0.0,90,Rain,moderate rain,2013-09-17 21:00:00,3345
None,279.28,0.0,0.0,90,Mist,mist,2017-11-14 19:00:00,3202
None,278.37,0.0,0.0,75,Clouds,broken clouds,2014-05-04 09:00:00,2996
None,286.15,0.0,0.0,40,Thunderstorm,proximity thunderstorm with rain,2018-04-30 06:00:00,5730
None,275.72,0.0,0.0,90,Rain,moderate rain,2015-12-14 07:00:00,5478
None,294.21,0.0,0.0,75,Clouds,broken clouds,2014-06-05 19:00:00,3544
None,274.15,0.0,0.0,90,Mist,mist,2017-10-27 15:00:00,5644
None,277.9,0.0,0.0,90,Rain,light rain,2016-04-28 02:00:00,275
None,260.95,0.0,0.0,75,Clouds,broken clouds,2017-12-07 05:00:00,3044
None,267.5,0.0,0.0,1,Clear,sky is clear,2014-03-16 13:00:00,4429
None,282.73,0.0,0.0,0,Clear,Sky is Clear,2016-09-29 01:00:00,359
None,269.63,0.0,0.0,1,Clear,sky is clear,2012-11-28 21:00:00,2297
None,294.02,2.86,0.0,75,Thunderstorm,proximity thunderstorm,2015-06-27 23:00:00,2441
None,276.04,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 09:00:00,4871
None,270.75,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 14:00:00,4991
None,265.41,0.0,0.0,75,Mist,mist,2016-02-15 03:00:00,450
None,262.77,0.0,0.0,75,Clouds,broken clouds,2014-02-26 13:00:00,4505
None,287.63,0.0,0.0,90,Drizzle,light intensity drizzle,2013-10-05 06:00:00,1399
None,267.33,0.0,0.0,20,Clouds,few clouds,2012-11-17 08:00:00,3031
None,276.05,0.0,0.0,1,Clear,sky is clear,2012-12-05 03:00:00,341
None,293.21,0.0,0.0,90,Mist,mist,2018-07-01 11:00:00,3323
None,272.75,0.0,0.0,75,Clouds,broken clouds,2012-10-28 05:00:00,453
None,269.68,0.0,0.0,90,Mist,mist,2013-02-08 13:00:00,5312
None,280.84,0.0,0.0,1,Clear,sky is clear,2017-04-08 05:00:00,833
None,296.58,0.25,0.0,0,Rain,light rain,2013-06-12 19:00:00,3342
None,277.78,0.0,0.0,90,Clouds,overcast clouds,2017-03-07 00:00:00,517
None,263.86,0.0,0.0,20,Clouds,few clouds,2014-03-22 22:00:00,3289
None,272.36,0.0,0.0,1,Clear,sky is clear,2018-03-25 10:00:00,3617
None,299.38,0.0,0.0,1,Clear,sky is clear,2016-08-24 15:00:00,5579
None,282.92,0.42,0.0,92,Rain,heavy intensity rain,2013-10-15 17:00:00,6237
None,279.48,0.0,0.0,90,Mist,mist,2016-11-27 23:00:00,858
None,301.79,0.0,0.0,20,Clouds,few clouds,2013-09-04 15:00:00,5921
None,282.22,0.0,0.0,90,Mist,mist,2016-03-14 05:00:00,2776
None,281.0,0.0,0.0,1,Clear,sky is clear,2013-05-07 04:00:00,733
None,286.51,0.0,0.0,40,Clouds,scattered clouds,2017-08-24 07:00:00,6821
None,265.93,0.0,0.0,89,Clouds,overcast clouds,2012-12-12 15:00:00,5497
None,277.92,0.0,0.0,20,Clouds,few clouds,2014-04-08 10:00:00,4531
None,286.22,0.0,0.0,1,Clear,sky is clear,2015-07-02 02:00:00,373
None,301.95,0.0,0.0,1,Clear,sky is clear,2017-06-03 20:00:00,3105
None,279.69,0.0,0.0,90,Clouds,overcast clouds,2013-05-05 15:00:00,4607
None,276.31,0.0,0.0,90,Clouds,overcast clouds,2013-04-10 04:00:00,752
None,289.75,0.0,0.0,90,Mist,mist,2017-05-17 08:00:00,5822
None,259.65,0.0,0.0,1,Clear,sky is clear,2016-12-10 02:00:00,523
None,275.22,0.0,0.0,90,Drizzle,drizzle,2012-12-16 16:00:00,4130
None,299.71,0.0,0.0,40,Clouds,scattered clouds,2018-09-13 13:00:00,4826
None,274.29,0.0,0.0,90,Mist,mist,2013-04-22 03:00:00,301
None,289.0,0.0,0.0,40,Clouds,scattered clouds,2018-09-09 22:00:00,1534
None,299.8,0.0,0.0,75,Clouds,broken clouds,2017-07-21 20:00:00,3321
None,297.09,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2018-07-28 19:00:00,3247
None,291.74,0.0,0.0,90,Mist,mist,2013-05-20 18:00:00,4197
None,265.29,0.0,0.0,75,Snow,light snow,2018-01-28 12:00:00,4506
None,291.15,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2017-08-21 08:00:00,5713
None,288.144,0.0,0.0,56,Clouds,broken clouds,2016-10-06 16:00:00,5899
None,269.04,0.0,0.0,75,Clouds,broken clouds,2013-02-15 17:00:00,5915
None,298.55,0.0,0.0,90,Clouds,overcast clouds,2018-08-17 12:00:00,5076
None,269.13,0.0,0.0,90,Haze,haze,2012-12-19 14:00:00,5634
None,277.21,0.0,0.0,1,Clear,sky is clear,2017-04-06 09:00:00,5215
None,270.67,0.0,0.0,1,Fog,fog,2018-02-27 10:00:00,4349
None,301.86,0.0,0.0,8,Clear,sky is clear,2013-07-19 22:00:00,2920
None,278.58,0.0,0.0,1,Clear,sky is clear,2017-11-29 23:00:00,2859
None,287.96,0.0,0.0,1,Clear,sky is clear,2017-04-09 03:00:00,385
None,278.34,0.0,0.0,1,Clear,sky is clear,2013-03-28 16:00:00,6217
None,275.86,0.25,0.0,90,Rain,light rain,2014-04-03 05:00:00,2663
None,295.9,9.4,0.0,1,Haze,haze,2015-06-29 19:00:00,3201
None,280.66,0.25,0.0,90,Rain,light rain,2016-05-13 13:00:00,5368
None,298.29,0.0,0.0,40,Clouds,scattered clouds,2017-05-16 20:00:00,2871
None,264.72,0.0,0.0,1,Clear,sky is clear,2017-03-10 17:00:00,6514
None,272.35,0.0,0.0,90,Fog,fog,2012-12-10 08:00:00,4265
None,271.49,0.0,0.0,1,Clear,sky is clear,2018-04-20 04:00:00,830
None,273.95,0.0,0.0,90,Rain,moderate rain,2016-11-22 23:00:00,903
None,283.16,0.0,0.0,90,Clouds,overcast clouds,2014-04-18 18:00:00,4508
None,299.94,0.0,0.0,75,Clouds,broken clouds,2018-07-13 18:00:00,4664
None,297.97,0.0,0.0,1,Clear,sky is clear,2017-07-15 22:00:00,3183
None,272.62,0.0,0.0,90,Clouds,overcast clouds,2016-11-19 04:00:00,562
None,251.56,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 02:00:00,283
None,271.51,0.0,0.0,1,Clear,sky is clear,2015-12-20 01:00:00,811
None,294.51,0.0,0.0,40,Clouds,scattered clouds,2015-07-12 07:00:00,1377
None,294.76,0.0,0.0,5,Clear,sky is clear,2017-06-05 22:00:00,1969
None,281.97,0.0,0.0,0,Clear,Sky is Clear,2013-10-07 22:00:00,1530
None,281.49,0.0,0.0,1,Clear,sky is clear,2017-11-28 03:00:00,352
None,295.25,0.0,0.0,90,Rain,proximity shower rain,2016-05-23 11:00:00,4627
None,291.72,0.0,0.0,40,Rain,light rain,2018-07-28 22:00:00,3005
None,290.08,0.0,0.0,1,Clear,sky is clear,2017-08-05 23:00:00,3893
None,292.18,0.0,0.0,75,Clouds,broken clouds,2018-09-24 11:00:00,4468
None,299.51,0.0,0.0,75,Clouds,broken clouds,2018-06-24 18:00:00,4022
None,284.63,0.0,0.0,90,Mist,mist,2014-05-08 03:00:00,372
None,271.0,0.0,0.0,90,Snow,light snow,2018-04-15 13:00:00,2205
None,305.47,0.0,0.0,40,Clouds,scattered clouds,2016-07-21 17:00:00,5576
None,294.15,0.0,0.0,1,Thunderstorm,proximity thunderstorm,2018-08-04 01:00:00,668
None,271.03,0.0,0.0,90,Clouds,overcast clouds,2015-12-25 21:00:00,2440
None,301.13,0.0,0.0,88,Clouds,overcast clouds,2013-07-20 15:00:00,4782
None,280.94,0.0,0.0,40,Clouds,scattered clouds,2018-03-28 12:00:00,5066
None,296.0,0.0,0.0,90,Rain,light rain,2018-07-03 13:00:00,4799
None,294.28,0.0,0.0,1,Clear,sky is clear,2017-04-08 18:00:00,4312
None,278.32,0.0,0.0,1,Clear,sky is clear,2015-09-30 08:00:00,5782
None,276.47,0.28,0.0,90,Rain,light rain,2014-03-27 11:00:00,4656
None,288.22,1.3,0.0,90,Rain,moderate rain,2018-09-20 09:00:00,5264
None,282.84,0.0,0.0,1,Clear,sky is clear,2013-05-25 00:00:00,1030
None,297.43,0.0,0.0,1,Clear,sky is clear,2017-06-10 05:00:00,740
None,270.95,0.0,0.0,90,Clouds,overcast clouds,2017-02-04 11:00:00,4480
None,281.35,0.0,0.0,90,Rain,moderate rain,2017-04-12 23:00:00,1424
None,275.65,0.0,0.0,90,Mist,mist,2017-11-17 08:00:00,5344
None,277.15,0.0,0.0,75,Clouds,broken clouds,2014-02-18 14:00:00,5190
None,287.87,0.0,0.0,1,Clear,sky is clear,2018-04-27 16:00:00,6471
None,272.35,0.0,0.0,90,Haze,haze,2017-01-16 17:00:00,4451
None,261.22,0.0,0.0,1,Clear,sky is clear,2018-01-29 13:00:00,4578
None,284.42,0.0,0.0,5,Fog,fog,2018-08-22 07:00:00,6589
None,273.29,0.0,0.0,90,Clouds,overcast clouds,2018-01-18 19:00:00,3289
None,289.82,0.0,0.0,1,Clear,sky is clear,2018-06-22 04:00:00,876
None,263.02,0.0,0.0,90,Haze,haze,2013-01-04 06:00:00,5263
None,295.48,0.0,0.0,75,Clouds,broken clouds,2016-06-24 11:00:00,4874
None,291.44,0.0,0.0,90,Rain,light rain,2018-08-01 20:00:00,2992
None,286.91,0.0,0.0,90,Rain,light rain,2013-05-18 17:00:00,4813
